Site, SiteNumber, Seconds, DateTime, Latitude, Longitude, Hsig, Hmax, Tp, Tz, SST, Direction, Current Speed, Current Direction
Gladstone,60,1665797400,2022-10-15T11:30:00,-23.89538,151.50271,0.608,0.950,11.110,6.452,24.15,72.76,-99.90,-99.90
Gladstone,60,1665799200,2022-10-15T12:00:00,-23.89547,151.50273,0.573,1.040,14.290,6.897,24.15,69.96,-99.90,-99.90
Gladstone,60,1665801000,2022-10-15T12:30:00,-23.89559,151.50286,0.610,1.080,14.290,6.667,24.25,72.76,-99.90,-99.90
Gladstone,60,1665802800,2022-10-15T13:00:00,-23.89561,151.50312,0.580,1.220,13.330,6.154,24.10,75.56,-99.90,-99.90
Gladstone,60,1665804600,2022-10-15T13:30:00,-23.89539,151.50340,0.597,0.980,14.290,5.263,23.95,67.16,-99.90,-99.90
Gladstone,60,1665806400,2022-10-15T14:00:00,-23.89527,151.50346,0.574,0.950,13.330,4.545,23.80,86.76,-99.90,-99.90
Gladstone,60,1665808200,2022-10-15T14:30:00,-23.89523,151.50348,0.566,1.010,14.290,4.545,23.70,67.16,-99.90,-99.90
Gladstone,60,1665810000,2022-10-15T15:00:00,-23.89523,151.50348,0.514,0.910,13.330,4.444,23.75,75.56,-99.90,-99.90
Gladstone,60,1665811800,2022-10-15T15:30:00,-23.89523,151.50348,0.592,1.060,13.330,4.040,23.45,79.76,-99.90,-99.90
Gladstone,60,1665813600,2022-10-15T16:00:00,-23.89524,151.50348,0.597,1.000,13.330,4.494,23.65,86.76,-99.90,-99.90
Gladstone,60,1665815400,2022-10-15T16:30:00,-23.89526,151.50348,0.618,1.180,13.330,4.444,23.55,81.16,-99.90,-99.90
Gladstone,60,1665817200,2022-10-15T17:00:00,-23.89526,151.50346,0.584,0.940,13.330,4.598,23.50,86.76,-99.90,-99.90
Gladstone,60,1665819000,2022-10-15T17:30:00,-23.89523,151.50348,0.636,1.230,13.330,4.598,23.55,82.56,-99.90,-99.90
Gladstone,60,1665820800,2022-10-15T18:00:00,-23.89522,151.50348,0.556,1.100,12.500,4.706,23.65,72.76,-99.90,-99.90
Gladstone,60,1665822600,2022-10-15T18:30:00,-23.89526,151.50348,0.626,1.090,13.330,4.444,23.50,79.76,-99.90,-99.90
Gladstone,60,1665824400,2022-10-15T19:00:00,-23.89539,151.50342,0.625,1.040,13.330,5.128,23.55,75.56,-99.90,-99.90
Gladstone,60,1665826200,2022-10-15T19:30:00,-23.89553,151.50320,0.586,1.150,13.330,4.938,23.55,74.16,-99.90,-99.90
Gladstone,60,1665828000,2022-10-15T20:00:00,-23.89549,151.50288,0.617,0.990,13.330,5.063,23.55,67.16,-99.90,-99.90
Gladstone,60,1665829800,2022-10-15T20:30:00,-23.89542,151.50277,0.601,1.110,13.330,5.479,23.55,57.26,-99.90,-99.90
Gladstone,60,1665831600,2022-10-15T21:00:00,-23.89538,151.50273,0.660,1.100,12.500,5.000,23.50,58.66,-99.90,-99.90
Gladstone,60,1665833400,2022-10-15T21:30:00,-23.89539,151.50277,0.613,0.950,11.760,5.263,23.50,69.96,-99.90,-99.90
Gladstone,60,1665835200,2022-10-15T22:00:00,-23.89538,151.50273,0.621,1.100,13.330,5.195,23.40,68.56,-99.90,-99.90
Gladstone,60,1665837000,2022-10-15T22:30:00,-23.89535,151.50273,0.645,1.040,13.330,5.128,23.30,69.96,-99.90,-99.90
Gladstone,60,1665838800,2022-10-15T23:00:00,-23.89524,151.50269,0.642,1.130,12.500,4.819,23.30,71.36,-99.90,-99.90
Gladstone,60,1665840600,2022-10-15T23:30:00,-23.89517,151.50265,0.634,1.120,13.330,4.396,23.30,68.56,-99.90,-99.90
Gladstone,60,1665842400,2022-10-16T00:00:00,-23.89512,151.50267,0.623,1.170,12.500,4.348,23.30,72.76,-99.90,-99.90
Gladstone,60,1665844200,2022-10-16T00:30:00,-23.89503,151.50269,0.649,1.160,13.330,4.124,23.25,67.16,-99.90,-99.90
Gladstone,60,1665846000,2022-10-16T01:00:00,-23.89492,151.50275,0.640,1.160,13.330,3.960,23.25,67.16,-99.90,-99.90
Gladstone,60,1665847800,2022-10-16T01:30:00,-23.89483,151.50288,0.632,1.080,12.500,4.255,23.30,71.36,-99.90,-99.90
Gladstone,60,1665849600,2022-10-16T02:00:00,-23.89479,151.50305,0.665,1.160,12.500,4.211,23.30,60.06,-99.90,-99.90
Gladstone,60,1665851400,2022-10-16T02:30:00,-23.89479,151.50314,0.637,1.080,12.500,4.040,23.30,47.46,-99.90,-99.90
Gladstone,60,1665853200,2022-10-16T03:00:00,-23.89478,151.50314,0.649,0.940,13.330,4.167,23.30,54.46,-99.90,-99.90
Gladstone,60,1665855000,2022-10-16T03:30:00,-23.89479,151.50314,0.641,0.990,12.500,4.167,23.30,64.26,-99.90,-99.90
Gladstone,60,1665856800,2022-10-16T04:00:00,-23.89480,151.50314,0.589,1.090,13.330,4.124,23.30,51.66,-99.90,-99.90
Gladstone,60,1665858600,2022-10-16T04:30:00,-23.89478,151.50303,0.610,1.080,12.500,3.960,23.20,61.46,-99.90,-99.90
Gladstone,60,1665860400,2022-10-16T05:00:00,-23.89477,151.50303,0.619,1.020,12.500,4.082,23.20,57.26,-99.90,-99.90
Gladstone,60,1665862200,2022-10-16T05:30:00,-23.89477,151.50292,0.616,1.080,12.500,4.082,23.20,51.66,-99.90,-99.90
Gladstone,60,1665864000,2022-10-16T06:00:00,-23.89483,151.50280,0.625,1.130,12.500,4.255,23.15,57.26,-99.90,-99.90
Gladstone,60,1665865800,2022-10-16T06:30:00,-23.89480,151.50284,0.641,1.170,13.330,3.846,23.15,65.76,-99.90,-99.90
Gladstone,60,1665867600,2022-10-16T07:00:00,-23.89487,151.50275,0.616,1.090,13.330,4.124,23.15,65.76,-99.90,-99.90
Gladstone,60,1665869400,2022-10-16T07:30:00,-23.89496,151.50267,0.656,1.080,11.760,3.738,23.15,71.36,-99.90,-99.90
Gladstone,60,1665871200,2022-10-16T08:00:00,-23.89500,151.50265,0.662,1.030,11.760,3.883,23.20,64.26,-99.90,-99.90
Gladstone,60,1665873000,2022-10-16T08:30:00,-23.89505,151.50262,0.652,1.270,13.330,3.883,23.20,72.76,-99.90,-99.90
Gladstone,60,1665874800,2022-10-16T09:00:00,-23.89510,151.50262,0.637,1.190,10.530,3.670,23.30,75.56,-99.90,-99.90
Gladstone,60,1665876600,2022-10-16T09:30:00,-23.89509,151.50262,0.644,1.090,12.500,3.604,23.35,71.36,-99.90,-99.90
Gladstone,60,1665878400,2022-10-16T10:00:00,-23.89517,151.50260,0.650,1.080,11.110,3.509,23.35,89.66,-99.90,-99.90
Gladstone,60,1665880200,2022-10-16T10:30:00,-23.89515,151.50262,0.607,1.070,11.760,3.704,23.30,61.46,-99.90,-99.90
Gladstone,60,1665882000,2022-10-16T11:00:00,-23.89515,151.50262,0.636,1.200,11.760,3.704,23.25,68.56,-99.90,-99.90
Gladstone,60,1665883800,2022-10-16T11:30:00,-23.89517,151.50260,0.607,1.160,12.500,4.040,23.15,68.56,-99.90,-99.90
Gladstone,60,1665885600,2022-10-16T12:00:00,-23.89520,151.50260,0.597,1.030,11.760,3.960,23.10,69.96,-99.90,-99.90
Gladstone,60,1665887400,2022-10-16T12:30:00,-23.89521,151.50262,0.600,0.990,11.110,3.810,23.00,65.76,-99.90,-99.90
Gladstone,60,1665889200,2022-10-16T13:00:00,-23.89519,151.50260,0.593,1.020,11.110,3.738,23.00,78.36,-99.90,-99.90
Gladstone,60,1665891000,2022-10-16T13:30:00,-23.89511,151.50262,0.586,0.970,13.330,3.883,22.95,67.16,-99.90,-99.90
Gladstone,60,1665892800,2022-10-16T14:00:00,-23.89510,151.50265,0.617,1.170,11.760,3.738,22.95,74.16,-99.90,-99.90
Gladstone,60,1665894600,2022-10-16T14:30:00,-23.89503,151.50269,0.638,1.170,11.110,3.571,22.95,82.56,-99.90,-99.90
Gladstone,60,1665896400,2022-10-16T15:00:00,-23.89488,151.50284,0.641,0.980,11.760,3.571,23.00,71.36,-99.90,-99.90
Gladstone,60,1665898200,2022-10-16T15:30:00,-23.89485,151.50307,0.627,1.150,12.500,3.704,23.00,64.26,-99.90,-99.90
Gladstone,60,1665900000,2022-10-16T16:00:00,-23.89483,151.50318,0.603,0.950,13.330,3.774,23.10,60.06,-99.90,-99.90
Gladstone,60,1665901800,2022-10-16T16:30:00,-23.89483,151.50318,0.643,1.000,11.760,3.670,23.10,68.56,-99.90,-99.90
Gladstone,60,1665903600,2022-10-16T17:00:00,-23.89482,151.50318,0.612,0.950,12.500,3.810,23.10,58.66,-99.90,-99.90
Gladstone,60,1665905400,2022-10-16T17:30:00,-23.89481,151.50312,0.652,1.000,12.500,3.738,23.10,68.56,-99.90,-99.90
Gladstone,60,1665907200,2022-10-16T18:00:00,-23.89479,151.50305,0.653,1.190,12.500,3.774,23.15,65.76,-99.90,-99.90
Gladstone,60,1665909000,2022-10-16T18:30:00,-23.89479,151.50299,0.634,1.190,11.760,3.704,23.15,74.16,-99.90,-99.90
Gladstone,60,1665912600,2022-10-16T19:30:00,-23.89487,151.50277,0.641,1.110,12.500,3.704,23.20,67.16,-99.90,-99.90
Gladstone,60,1665914400,2022-10-16T20:00:00,-23.89490,151.50271,0.679,1.070,12.500,3.738,23.20,68.56,-99.90,-99.90
Gladstone,60,1665916200,2022-10-16T20:30:00,-23.89495,151.50269,0.665,1.100,11.760,3.810,23.20,69.96,-99.90,-99.90
Gladstone,60,1665918000,2022-10-16T21:00:00,-23.89494,151.50271,0.713,1.350,11.760,3.670,23.20,69.96,-99.90,-99.90
Gladstone,60,1665919800,2022-10-16T21:30:00,-23.89496,151.50269,0.706,1.220,11.760,3.774,23.20,75.56,-99.90,-99.90
Gladstone,60,1665921600,2022-10-16T22:00:00,-23.89503,151.50265,0.681,1.130,11.110,3.704,23.10,78.36,-99.90,-99.90
Gladstone,60,1665923400,2022-10-16T22:30:00,-23.89504,151.50265,0.782,1.300,12.500,3.670,23.05,69.96,-99.90,-99.90
Gladstone,60,1665925200,2022-10-16T23:00:00,-23.89501,151.50265,0.790,1.570,11.760,3.604,23.05,82.56,-99.90,-99.90
Gladstone,60,1665927000,2022-10-16T23:30:00,-23.89501,151.50265,0.787,1.340,11.760,3.636,23.05,75.56,-99.90,-99.90
Gladstone,60,1665928800,2022-10-17T00:00:00,-23.89502,151.50262,0.778,1.250,4.760,3.636,23.05,93.86,-99.90,-99.90
Gladstone,60,1665930600,2022-10-17T00:30:00,-23.89501,151.50265,0.782,1.370,11.760,3.704,23.00,71.36,-99.90,-99.90
Gladstone,60,1665932400,2022-10-17T01:00:00,-23.89498,151.50265,0.772,1.300,11.760,3.810,23.00,72.76,-99.90,-99.90
Gladstone,60,1665934200,2022-10-17T01:30:00,-23.89497,151.50267,0.763,1.700,11.760,3.922,23.00,64.26,-99.90,-99.90
Gladstone,60,1665936000,2022-10-17T02:00:00,-23.89493,151.50269,0.768,1.360,5.260,3.738,22.95,91.06,-99.90,-99.90
Gladstone,60,1665937800,2022-10-17T02:30:00,-23.89490,151.50269,0.741,1.490,5.260,3.738,23.00,95.26,-99.90,-99.90
Gladstone,60,1665939600,2022-10-17T03:00:00,-23.89487,151.50273,0.740,1.260,12.500,3.774,23.00,38.96,-99.90,-99.90
Gladstone,60,1665941400,2022-10-17T03:30:00,-23.89485,151.50277,0.710,1.200,11.760,3.846,23.00,68.56,-99.90,-99.90
Gladstone,60,1665943200,2022-10-17T04:00:00,-23.89485,151.50277,0.702,1.180,11.760,3.774,23.05,64.26,-99.90,-99.90
Gladstone,60,1665945000,2022-10-17T04:30:00,-23.89481,151.50280,0.688,1.070,12.500,3.774,23.00,57.26,-99.90,-99.90
Gladstone,60,1665946800,2022-10-17T05:00:00,-23.89480,151.50280,0.656,1.180,5.260,3.704,23.00,93.86,-99.90,-99.90
Gladstone,60,1665948600,2022-10-17T05:30:00,-23.89482,151.50280,0.677,1.210,11.760,3.670,22.95,62.86,-99.90,-99.90
Gladstone,60,1665950400,2022-10-17T06:00:00,-23.89481,151.50282,0.663,1.130,5.560,3.670,22.95,95.26,-99.90,-99.90
Gladstone,60,1665952200,2022-10-17T06:30:00,-23.89480,151.50280,0.653,1.130,11.760,3.636,22.90,72.76,-99.90,-99.90
Gladstone,60,1665954000,2022-10-17T07:00:00,-23.89481,151.50282,0.640,1.020,11.110,3.571,22.90,76.96,-99.90,-99.90
Gladstone,60,1665955800,2022-10-17T07:30:00,-23.89486,151.50275,0.604,1.080,12.500,3.540,22.90,64.26,-99.90,-99.90
Gladstone,60,1665957600,2022-10-17T08:00:00,-23.89489,151.50273,0.619,1.170,11.110,3.540,22.90,62.86,-99.90,-99.90
Gladstone,60,1665959400,2022-10-17T08:30:00,-23.89495,151.50267,0.619,1.150,11.760,3.509,22.90,68.56,-99.90,-99.90
Gladstone,60,1665961200,2022-10-17T09:00:00,-23.89502,151.50265,0.641,1.390,11.110,3.509,22.90,76.96,-99.90,-99.90
Gladstone,60,1665963000,2022-10-17T09:30:00,-23.89506,151.50265,0.670,1.140,5.000,3.390,22.90,95.26,-99.90,-99.90
Gladstone,60,1665964800,2022-10-17T10:00:00,-23.89506,151.50262,0.681,1.070,11.760,3.509,22.90,74.16,-99.90,-99.90
Gladstone,60,1665966600,2022-10-17T10:30:00,-23.89508,151.50262,0.677,1.150,11.760,3.419,22.95,74.16,-99.90,-99.90
Gladstone,60,1665968400,2022-10-17T11:00:00,-23.89509,151.50262,0.676,1.250,11.760,3.448,22.95,75.56,-99.90,-99.90
Gladstone,60,1665970200,2022-10-17T11:30:00,-23.89508,151.50262,0.708,1.220,11.760,3.419,23.00,81.16,-99.90,-99.90
Gladstone,60,1665972000,2022-10-17T12:00:00,-23.89511,151.50262,0.693,1.360,11.760,3.390,23.00,69.96,-99.90,-99.90
Gladstone,60,1665973800,2022-10-17T12:30:00,-23.89509,151.50262,0.650,1.160,10.530,3.279,23.05,79.76,-99.90,-99.90
Gladstone,60,1665975600,2022-10-17T13:00:00,-23.89509,151.50262,0.659,1.350,3.230,3.306,23.00,95.26,-99.90,-99.90
Gladstone,60,1665977400,2022-10-17T13:30:00,-23.89508,151.50262,0.668,1.110,3.230,3.279,23.00,98.06,-99.90,-99.90
Gladstone,60,1665979200,2022-10-17T14:00:00,-23.89508,151.50262,0.670,1.350,3.570,3.226,23.00,92.46,-99.90,-99.90
Gladstone,60,1665981000,2022-10-17T14:30:00,-23.89502,151.50265,0.628,0.980,11.760,3.306,22.95,76.96,-99.90,-99.90
Gladstone,60,1665982800,2022-10-17T15:00:00,-23.89497,151.50269,0.669,1.100,11.110,3.306,23.00,74.16,-99.90,-99.90
Gladstone,60,1665984600,2022-10-17T15:30:00,-23.89494,151.50269,0.668,1.180,11.760,3.306,23.00,81.16,-99.90,-99.90
Gladstone,60,1665986400,2022-10-17T16:00:00,-23.89487,151.50277,0.653,1.170,11.110,3.333,22.95,81.16,-99.90,-99.90
Gladstone,60,1665988200,2022-10-17T16:30:00,-23.89485,151.50277,0.617,0.980,3.450,3.306,22.95,93.86,-99.90,-99.90
Gladstone,60,1665990000,2022-10-17T17:00:00,-23.89481,151.50288,0.620,1.050,11.760,3.306,22.90,69.96,-99.90,-99.90
Gladstone,60,1665991800,2022-10-17T17:30:00,-23.89479,151.50292,0.633,1.000,3.330,3.279,22.95,96.66,-99.90,-99.90
Gladstone,60,1665993600,2022-10-17T18:00:00,-23.89477,151.50303,0.629,1.120,3.570,3.333,23.00,91.06,-99.90,-99.90
Gladstone,60,1665995400,2022-10-17T18:30:00,-23.89477,151.50314,0.618,0.970,11.760,3.361,23.00,72.76,-99.90,-99.90
Gladstone,60,1665997200,2022-10-17T19:00:00,-23.89481,151.50322,0.662,1.110,11.760,3.390,23.05,71.36,-99.90,-99.90
Gladstone,60,1665999000,2022-10-17T19:30:00,-23.89479,151.50322,0.653,1.060,3.850,3.478,23.05,89.66,-99.90,-99.90
Gladstone,60,1666000800,2022-10-17T20:00:00,-23.89479,151.50318,0.702,1.350,11.110,3.448,23.05,65.76,-99.90,-99.90
Gladstone,60,1666002600,2022-10-17T20:30:00,-23.89476,151.50303,0.703,1.180,11.110,3.390,23.05,64.26,-99.90,-99.90
Gladstone,60,1666004400,2022-10-17T21:00:00,-23.89479,151.50286,0.737,1.270,11.110,3.390,23.05,65.76,-99.90,-99.90
Gladstone,60,1666006200,2022-10-17T21:30:00,-23.89486,151.50277,0.759,1.240,10.530,3.448,23.05,74.16,-99.90,-99.90
Gladstone,60,1666008000,2022-10-17T22:00:00,-23.89490,151.50273,0.807,1.390,11.110,3.571,23.05,74.16,-99.90,-99.90
Gladstone,60,1666009800,2022-10-17T22:30:00,-23.89492,151.50271,0.792,1.320,4.350,3.604,23.05,91.06,-99.90,-99.90
Gladstone,60,1666011600,2022-10-17T23:00:00,-23.89493,151.50269,0.804,1.350,4.170,3.540,23.10,88.26,-99.90,-99.90
Gladstone,60,1666013400,2022-10-17T23:30:00,-23.89496,151.50267,0.808,1.500,10.530,3.571,23.10,75.56,-99.90,-99.90
Gladstone,60,1666015200,2022-10-18T00:00:00,-23.89498,151.50265,0.851,1.470,5.260,3.604,23.05,91.06,-99.90,-99.90
Gladstone,60,1666017000,2022-10-18T00:30:00,-23.89504,151.50265,0.821,1.650,5.000,3.604,23.00,89.66,-99.90,-99.90
Gladstone,60,1666018800,2022-10-18T01:00:00,-23.89505,151.50262,0.813,1.150,4.760,3.636,22.95,88.26,-99.90,-99.90
Gladstone,60,1666020600,2022-10-18T01:30:00,-23.89502,151.50262,0.827,1.260,5.000,3.636,22.90,85.36,-99.90,-99.90
Gladstone,60,1666022400,2022-10-18T02:00:00,-23.89503,151.50262,0.784,1.290,5.000,3.670,22.85,86.76,-99.90,-99.90
Gladstone,60,1666024200,2022-10-18T02:30:00,-23.89501,151.50262,0.796,1.510,5.000,3.670,22.80,89.66,-99.90,-99.90
Gladstone,60,1666026000,2022-10-18T03:00:00,-23.89503,151.50265,0.799,1.500,5.560,3.704,22.80,86.76,-99.90,-99.90
Gladstone,60,1666027800,2022-10-18T03:30:00,-23.89502,151.50262,0.797,1.430,4.760,3.670,22.80,86.76,-99.90,-99.90
Gladstone,60,1666029600,2022-10-18T04:00:00,-23.89496,151.50269,0.780,1.490,5.560,3.738,22.80,89.66,-99.90,-99.90
Gladstone,60,1666031400,2022-10-18T04:30:00,-23.89495,151.50269,0.760,1.430,10.000,3.810,22.80,76.96,-99.90,-99.90
Gladstone,60,1666033200,2022-10-18T05:00:00,-23.89493,151.50269,0.724,1.260,5.880,3.883,22.80,86.76,-99.90,-99.90
Gladstone,60,1666035000,2022-10-18T05:30:00,-23.89486,151.50275,0.694,1.340,11.110,3.922,22.80,75.56,-99.90,-99.90
Gladstone,60,1666036800,2022-10-18T06:00:00,-23.89483,151.50282,0.680,1.310,5.560,3.960,22.80,88.26,-99.90,-99.90
Gladstone,60,1666038600,2022-10-18T06:30:00,-23.89479,151.50288,0.647,1.020,11.110,3.670,22.80,68.56,-99.90,-99.90
Gladstone,60,1666040400,2022-10-18T07:00:00,-23.89478,151.50299,0.631,0.990,5.880,3.704,22.80,83.96,-99.90,-99.90
Gladstone,60,1666042200,2022-10-18T07:30:00,-23.89478,151.50299,0.626,0.930,5.560,3.774,22.80,83.96,-99.90,-99.90
Gladstone,60,1666044000,2022-10-18T08:00:00,-23.89478,151.50307,0.638,1.000,5.560,3.571,22.80,83.96,-99.90,-99.90
Gladstone,60,1666045800,2022-10-18T08:30:00,-23.89480,151.50301,0.625,1.090,5.560,3.670,22.85,86.76,-99.90,-99.90
Gladstone,60,1666047600,2022-10-18T09:00:00,-23.89489,151.50280,0.635,1.040,11.110,3.738,22.90,74.16,-99.90,-99.90
Gladstone,60,1666049400,2022-10-18T09:30:00,-23.89503,151.50267,0.609,1.010,11.110,3.810,22.95,71.36,-99.90,-99.90
Gladstone,60,1666051200,2022-10-18T10:00:00,-23.89508,151.50265,0.631,1.170,5.260,3.509,23.00,82.56,-99.90,-99.90
Gladstone,60,1666053000,2022-10-18T10:30:00,-23.89510,151.50265,0.631,1.290,5.560,3.604,23.10,85.36,-99.90,-99.90
Gladstone,60,1666054800,2022-10-18T11:00:00,-23.89515,151.50262,0.635,1.190,5.260,3.540,23.15,83.96,-99.90,-99.90
Gladstone,60,1666056600,2022-10-18T11:30:00,-23.89518,151.50262,0.623,1.070,10.000,3.478,23.10,69.96,-99.90,-99.90
Gladstone,60,1666058400,2022-10-18T12:00:00,-23.89518,151.50262,0.607,0.930,11.110,3.509,23.05,62.86,-99.90,-99.90
Gladstone,60,1666060200,2022-10-18T12:30:00,-23.89520,151.50262,0.625,1.160,10.530,3.478,23.20,76.96,-99.90,-99.90
Gladstone,60,1666062000,2022-10-18T13:00:00,-23.89522,151.50260,0.627,1.010,5.000,3.419,23.20,81.16,-99.90,-99.90
Gladstone,60,1666063800,2022-10-18T13:30:00,-23.89520,151.50260,0.645,1.470,10.530,3.333,23.10,74.16,-99.90,-99.90
Gladstone,60,1666065600,2022-10-18T14:00:00,-23.89519,151.50260,0.654,1.010,10.000,3.448,23.10,75.56,-99.90,-99.90
Gladstone,60,1666067400,2022-10-18T14:30:00,-23.89519,151.50262,0.706,1.450,5.000,3.419,23.10,78.36,-99.90,-99.90
Gladstone,60,1666069200,2022-10-18T15:00:00,-23.89516,151.50260,0.712,1.180,5.260,3.419,23.00,79.76,-99.90,-99.90
Gladstone,60,1666071000,2022-10-18T15:30:00,-23.89512,151.50262,0.696,1.440,10.000,3.478,23.05,72.76,-99.90,-99.90
Gladstone,60,1666072800,2022-10-18T16:00:00,-23.89506,151.50262,0.731,1.290,10.000,3.448,23.00,82.56,-99.90,-99.90
Gladstone,60,1666074600,2022-10-18T16:30:00,-23.89507,151.50262,0.743,1.260,10.000,3.509,23.00,68.56,-99.90,-99.90
Gladstone,60,1666076400,2022-10-18T17:00:00,-23.89508,151.50260,0.737,1.230,3.330,3.509,23.00,88.26,-99.90,-99.90
Gladstone,60,1666078200,2022-10-18T17:30:00,-23.89498,151.50267,0.758,1.280,13.330,3.540,23.00,81.16,-99.90,-99.90
Gladstone,60,1666080000,2022-10-18T18:00:00,-23.89483,151.50284,0.804,1.300,3.450,3.571,23.00,82.56,-99.90,-99.90
Gladstone,60,1666081800,2022-10-18T18:30:00,-23.89482,151.50318,0.796,1.470,10.530,3.738,23.00,69.96,-99.90,-99.90
Gladstone,60,1666083600,2022-10-18T19:00:00,-23.89491,151.50333,0.803,1.470,13.330,3.774,23.00,54.46,-99.90,-99.90
Gladstone,60,1666085400,2022-10-18T19:30:00,-23.89491,151.50337,0.853,1.550,4.170,3.810,23.05,85.36,-99.90,-99.90
Gladstone,60,1666087200,2022-10-18T20:00:00,-23.89493,151.50340,0.881,1.450,4.550,3.846,23.05,81.16,-99.90,-99.90
Gladstone,60,1666089000,2022-10-18T20:30:00,-23.89491,151.50337,0.861,1.460,4.350,3.960,23.05,95.26,-99.90,-99.90
Gladstone,60,1666090800,2022-10-18T21:00:00,-23.89489,151.50333,0.879,1.530,5.000,3.922,23.05,85.36,-99.90,-99.90
Gladstone,60,1666092600,2022-10-18T21:30:00,-23.89482,151.50322,0.881,1.500,5.000,4.040,23.10,86.76,-99.90,-99.90
Gladstone,60,1666094400,2022-10-18T22:00:00,-23.89479,151.50295,0.874,1.480,4.760,3.922,23.10,89.66,-99.90,-99.90
Gladstone,60,1666096200,2022-10-18T22:30:00,-23.89486,151.50280,0.924,1.580,5.560,4.000,23.10,89.66,-99.90,-99.90
Gladstone,60,1666098000,2022-10-18T23:00:00,-23.89493,151.50271,0.984,2.110,5.260,4.040,23.15,88.26,-99.90,-99.90
Gladstone,60,1666099800,2022-10-18T23:30:00,-23.89491,151.50273,0.975,1.960,5.560,4.124,23.25,88.26,-99.90,-99.90
Gladstone,60,1666101600,2022-10-19T00:00:00,-23.89488,151.50277,1.114,1.660,5.880,4.000,23.25,89.66,-99.90,-99.90
Gladstone,60,1666103400,2022-10-19T00:30:00,-23.89495,151.50269,0.992,1.770,5.880,4.211,23.20,86.76,-99.90,-99.90
Gladstone,60,1666105200,2022-10-19T01:00:00,-23.89509,151.50262,0.974,1.730,5.880,4.211,23.15,88.26,-99.90,-99.90
Gladstone,60,1666107000,2022-10-19T01:30:00,-23.89509,151.50260,0.921,1.780,5.560,4.082,23.10,79.76,-99.90,-99.90
Gladstone,60,1666108800,2022-10-19T02:00:00,-23.89509,151.50260,0.904,1.550,5.560,4.082,23.05,85.36,-99.90,-99.90
Gladstone,60,1666110600,2022-10-19T02:30:00,-23.89506,151.50262,0.925,1.510,5.880,3.960,23.00,81.16,-99.90,-99.90
Gladstone,60,1666112400,2022-10-19T03:00:00,-23.89505,151.50260,0.919,1.500,6.250,4.000,23.00,85.36,-99.90,-99.90
Gladstone,60,1666114200,2022-10-19T03:30:00,-23.89506,151.50260,0.894,1.640,5.560,4.167,22.95,81.16,-99.90,-99.90
Gladstone,60,1666116000,2022-10-19T04:00:00,-23.89505,151.50262,0.875,1.590,5.880,4.040,22.95,83.96,-99.90,-99.90
Gladstone,60,1666117800,2022-10-19T04:30:00,-23.89504,151.50262,0.896,1.560,5.880,4.124,22.95,82.56,-99.90,-99.90
Gladstone,60,1666119600,2022-10-19T05:00:00,-23.89504,151.50262,0.905,1.630,5.560,4.255,22.95,81.16,-99.90,-99.90
Gladstone,60,1666121400,2022-10-19T05:30:00,-23.89498,151.50265,0.889,1.570,6.250,4.301,22.90,82.56,-99.90,-99.90
Gladstone,60,1666123200,2022-10-19T06:00:00,-23.89494,151.50267,0.901,1.600,6.250,4.301,22.90,88.26,-99.90,-99.90
Gladstone,60,1666125000,2022-10-19T06:30:00,-23.89483,151.50280,0.891,1.540,5.880,4.396,22.90,83.96,-99.90,-99.90
Gladstone,60,1666126800,2022-10-19T07:00:00,-23.89480,151.50288,0.791,1.490,6.670,4.301,22.90,78.36,-99.90,-99.90
Gladstone,60,1666128600,2022-10-19T07:30:00,-23.89479,151.50303,0.768,1.270,6.250,4.211,22.90,71.36,-99.90,-99.90
Gladstone,60,1666130400,2022-10-19T08:00:00,-23.89481,151.50318,0.800,1.450,6.250,4.040,22.95,81.16,-99.90,-99.90
Gladstone,60,1666132200,2022-10-19T08:30:00,-23.89488,151.50331,0.771,1.260,6.250,4.255,22.95,79.76,-99.90,-99.90
Gladstone,60,1666134000,2022-10-19T09:00:00,-23.89492,151.50333,0.776,1.360,6.250,4.040,22.95,79.76,-99.90,-99.90
Gladstone,60,1666135800,2022-10-19T09:30:00,-23.89488,151.50329,0.820,1.540,6.250,4.040,23.00,72.76,-99.90,-99.90
Gladstone,60,1666137600,2022-10-19T10:00:00,-23.89489,151.50314,0.835,1.640,6.670,4.000,23.00,69.96,-99.90,-99.90
Gladstone,60,1666139400,2022-10-19T10:30:00,-23.89494,151.50297,0.801,1.250,6.250,3.960,23.05,64.26,-99.90,-99.90
Gladstone,60,1666141200,2022-10-19T11:00:00,-23.89500,151.50273,0.813,1.400,12.500,4.000,23.00,69.96,-99.90,-99.90
Gladstone,60,1666143000,2022-10-19T11:30:00,-23.89510,151.50265,0.817,1.450,6.250,3.922,23.00,75.56,-99.90,-99.90
Gladstone,60,1666144800,2022-10-19T12:00:00,-23.89517,151.50262,0.855,1.530,6.250,3.922,23.00,75.56,-99.90,-99.90
Gladstone,60,1666146600,2022-10-19T12:30:00,-23.89520,151.50262,0.892,1.330,5.880,3.846,23.05,74.16,-99.90,-99.90
Gladstone,60,1666148400,2022-10-19T13:00:00,-23.89521,151.50260,0.934,1.700,5.880,3.846,23.00,74.16,-99.90,-99.90
Gladstone,60,1666150200,2022-10-19T13:30:00,-23.89523,151.50260,0.875,1.670,5.880,3.738,22.95,76.96,-99.90,-99.90
