Site, SiteNumber, Seconds, DateTime, Latitude, Longitude, Hsig, Hmax, Tp, Tz, SST, Direction, Current Speed, Current Direction
Caloundra,54,1665669600,2022-10-14T00:00:00,-26.84642,153.15474,1.263,2.020,12.500,7.273,21.10,99.80,-99.90,-99.90
Caloundra,54,1665671400,2022-10-14T00:30:00,-26.84656,153.15480,1.271,1.970,13.330,6.250,21.10,94.20,-99.90,-99.90
Caloundra,54,1665673200,2022-10-14T01:00:00,-26.84624,153.15484,1.233,2.050,14.290,6.154,21.10,102.70,-99.90,-99.90
Caloundra,54,1665675000,2022-10-14T01:30:00,-26.84590,153.15512,1.343,2.030,13.330,6.061,21.15,87.20,-99.90,-99.90
Caloundra,54,1665676800,2022-10-14T02:00:00,-26.84589,153.15508,1.321,2.130,12.500,6.780,21.55,101.30,-99.90,-99.90
Caloundra,54,1665678600,2022-10-14T02:30:00,-26.84585,153.15531,1.475,2.940,13.330,6.250,20.85,98.40,-99.90,-99.90
Caloundra,54,1665680400,2022-10-14T03:00:00,-26.84585,153.15536,1.471,2.590,13.330,6.452,20.80,97.00,-99.90,-99.90
Caloundra,54,1665682200,2022-10-14T03:30:00,-26.84584,153.15534,1.507,2.610,14.290,6.250,20.75,92.80,-99.90,-99.90
Caloundra,54,1665684000,2022-10-14T04:00:00,-26.84584,153.15531,1.482,2.730,13.330,6.780,20.75,94.20,-99.90,-99.90
Caloundra,54,1665685800,2022-10-14T04:30:00,-26.84583,153.15527,1.444,2.340,13.330,6.250,20.75,104.10,-99.90,-99.90
Caloundra,54,1665687600,2022-10-14T05:00:00,-26.84583,153.15527,1.468,2.360,13.330,6.452,20.75,101.30,-99.90,-99.90
Caloundra,54,1665689400,2022-10-14T05:30:00,-26.84582,153.15521,1.449,2.570,12.500,6.349,20.70,102.70,-99.90,-99.90
Caloundra,54,1665691200,2022-10-14T06:00:00,-26.84584,153.15516,1.497,2.120,14.290,6.452,20.75,99.80,-99.90,-99.90
Caloundra,54,1665693000,2022-10-14T06:30:00,-26.84585,153.15512,1.497,2.530,14.290,6.780,20.75,104.10,-99.90,-99.90
Caloundra,54,1665694800,2022-10-14T07:00:00,-26.84593,153.15499,1.545,2.700,12.500,6.667,20.85,99.80,-99.90,-99.90
Caloundra,54,1665696600,2022-10-14T07:30:00,-26.84646,153.15478,1.408,2.590,13.330,6.897,20.85,104.10,-99.90,-99.90
Caloundra,54,1665698400,2022-10-14T08:00:00,-26.84669,153.15489,1.286,1.970,14.290,6.557,20.95,95.60,-99.90,-99.90
Caloundra,54,1665700200,2022-10-14T08:30:00,-26.84676,153.15497,1.303,2.240,13.330,6.452,21.15,98.40,-99.90,-99.90
Caloundra,54,1665702000,2022-10-14T09:00:00,-26.84680,153.15499,1.263,1.870,13.330,6.780,21.10,98.40,-99.90,-99.90
Caloundra,54,1665703800,2022-10-14T09:30:00,-26.84682,153.15504,1.362,2.190,14.290,6.667,21.15,99.80,-99.90,-99.90
Caloundra,54,1665705600,2022-10-14T10:00:00,-26.84682,153.15504,1.307,2.460,13.330,7.018,21.10,99.80,-99.90,-99.90
Caloundra,54,1665707400,2022-10-14T10:30:00,-26.84682,153.15499,1.349,2.280,13.330,7.143,21.25,98.40,-99.90,-99.90
Caloundra,54,1665709200,2022-10-14T11:00:00,-26.84681,153.15499,1.324,2.520,13.330,7.143,21.30,94.20,-99.90,-99.90
Caloundra,54,1665711000,2022-10-14T11:30:00,-26.84682,153.15501,1.206,2.240,13.330,7.143,21.30,92.80,-99.90,-99.90
Caloundra,54,1665712800,2022-10-14T12:00:00,-26.84683,153.15499,1.234,1.780,14.290,6.667,21.40,99.80,-99.90,-99.90
Caloundra,54,1665714600,2022-10-14T12:30:00,-26.84685,153.15510,1.310,2.130,13.330,6.154,21.40,99.80,-99.90,-99.90
Caloundra,54,1665716400,2022-10-14T13:00:00,-26.84686,153.15514,1.207,2.260,14.290,6.557,21.40,104.10,-99.90,-99.90
Caloundra,54,1665718200,2022-10-14T13:30:00,-26.84685,153.15527,1.360,1.940,13.330,6.250,21.35,95.60,-99.90,-99.90
Caloundra,54,1665720000,2022-10-14T14:00:00,-26.84680,153.15542,1.298,2.100,14.290,6.667,21.40,104.10,-99.90,-99.90
Caloundra,54,1665721800,2022-10-14T14:30:00,-26.84647,153.15568,1.234,1.960,13.330,6.452,21.40,98.40,-99.90,-99.90
Caloundra,54,1665723600,2022-10-14T15:00:00,-26.84603,153.15549,1.312,2.170,14.290,5.634,21.35,101.30,-99.90,-99.90
Caloundra,54,1665725400,2022-10-14T15:30:00,-26.84592,153.15544,1.435,2.220,14.290,5.714,21.30,98.40,-99.90,-99.90
Caloundra,54,1665727200,2022-10-14T16:00:00,-26.84589,153.15538,1.320,2.180,14.290,6.154,21.20,101.30,-99.90,-99.90
Caloundra,54,1665729000,2022-10-14T16:30:00,-26.84585,153.15531,1.438,2.340,14.290,5.970,21.30,99.80,-99.90,-99.90
Caloundra,54,1665730800,2022-10-14T17:00:00,-26.84587,153.15534,1.359,2.110,14.290,6.061,21.25,98.40,-99.90,-99.90
Caloundra,54,1665732600,2022-10-14T17:30:00,-26.84587,153.15536,1.368,2.460,14.290,5.634,21.10,94.20,-99.90,-99.90
Caloundra,54,1665736200,2022-10-14T18:30:00,-26.84588,153.15527,1.361,2.160,13.330,5.882,21.15,99.80,-99.90,-99.90
Caloundra,54,1665738000,2022-10-14T19:00:00,-26.84585,153.15527,1.234,2.030,13.330,5.797,21.15,108.30,-99.90,-99.90
Caloundra,54,1665739800,2022-10-14T19:30:00,-26.84587,153.15516,1.286,2.220,12.500,5.405,21.15,102.70,-99.90,-99.90
Caloundra,54,1665741600,2022-10-14T20:00:00,-26.84589,153.15510,1.297,2.330,13.330,5.479,21.15,104.10,-99.90,-99.90
Caloundra,54,1665743400,2022-10-14T20:30:00,-26.84594,153.15510,1.268,2.030,13.330,5.797,21.15,105.50,-99.90,-99.90
Caloundra,54,1665745200,2022-10-14T21:00:00,-26.84594,153.15525,1.258,2.050,14.290,5.882,21.10,98.40,-99.90,-99.90
Caloundra,54,1665747000,2022-10-14T21:30:00,-26.84611,153.15510,1.221,2.100,13.330,5.970,21.10,102.70,-99.90,-99.90
Caloundra,54,1665748800,2022-10-14T22:00:00,-26.84646,153.15478,1.127,1.680,13.330,6.250,21.10,99.80,-99.90,-99.90
Caloundra,54,1665750600,2022-10-14T22:30:00,-26.84669,153.15491,1.175,1.900,13.330,6.154,21.10,99.80,-99.90,-99.90
Caloundra,54,1665752400,2022-10-14T23:00:00,-26.84676,153.15504,1.235,2.080,13.330,6.349,21.10,97.00,-99.90,-99.90
Caloundra,54,1665754200,2022-10-14T23:30:00,-26.84680,153.15514,1.129,1.860,13.330,6.897,21.10,98.40,-99.90,-99.90
Caloundra,54,1665756000,2022-10-15T00:00:00,-26.84667,153.15559,1.236,1.930,13.330,6.452,21.05,101.30,-99.90,-99.90
Caloundra,54,1665757800,2022-10-15T00:30:00,-26.84647,153.15574,1.116,2.090,13.330,7.018,21.00,97.00,-99.90,-99.90
Caloundra,54,1665759600,2022-10-15T01:00:00,-26.84624,153.15574,1.113,1.620,11.760,6.780,21.00,98.40,-99.90,-99.90
Caloundra,54,1665761400,2022-10-15T01:30:00,-26.84606,153.15566,1.160,1.930,14.290,6.780,21.05,97.00,-99.90,-99.90
Caloundra,54,1665763200,2022-10-15T02:00:00,-26.84597,153.15559,1.171,1.930,13.330,7.018,21.00,98.40,-99.90,-99.90
Caloundra,54,1665765000,2022-10-15T02:30:00,-26.84590,153.15551,1.198,1.630,13.330,7.018,21.05,101.30,-99.90,-99.90
Caloundra,54,1665766800,2022-10-15T03:00:00,-26.84588,153.15547,1.119,1.680,14.290,7.692,21.00,92.80,-99.90,-99.90
Caloundra,54,1665768600,2022-10-15T03:30:00,-26.84587,153.15542,1.109,1.640,12.500,7.273,21.05,91.40,-99.90,-99.90
Caloundra,54,1665770400,2022-10-15T04:00:00,-26.84585,153.15540,1.210,1.960,14.290,7.407,20.95,88.60,-99.90,-99.90
Caloundra,54,1665772200,2022-10-15T04:30:00,-26.84585,153.15536,1.134,1.960,13.330,7.407,20.95,91.40,-99.90,-99.90
Caloundra,54,1665774000,2022-10-15T05:00:00,-26.84584,153.15529,1.243,1.680,12.500,7.692,21.00,90.00,-99.90,-99.90
Caloundra,54,1665775800,2022-10-15T05:30:00,-26.84584,153.15529,1.155,1.990,13.330,8.333,20.95,92.80,-99.90,-99.90
Caloundra,54,1665777600,2022-10-15T06:00:00,-26.84583,153.15527,1.118,2.030,13.330,7.843,20.90,84.40,-99.90,-99.90
Caloundra,54,1665779400,2022-10-15T06:30:00,-26.84583,153.15521,1.167,1.940,13.330,8.000,20.95,91.40,-99.90,-99.90
Caloundra,54,1665781200,2022-10-15T07:00:00,-26.84584,153.15514,1.217,2.210,12.500,7.692,21.00,84.40,-99.90,-99.90
Caloundra,54,1665783000,2022-10-15T07:30:00,-26.84592,153.15501,1.164,1.850,13.330,8.696,21.10,104.10,-99.90,-99.90
Caloundra,54,1665784800,2022-10-15T08:00:00,-26.84613,153.15480,1.127,2.270,12.500,8.511,21.15,104.10,-99.90,-99.90
Caloundra,54,1665786600,2022-10-15T08:30:00,-26.84648,153.15474,1.135,1.850,12.500,7.843,21.15,95.60,-99.90,-99.90
Caloundra,54,1665788400,2022-10-15T09:00:00,-26.84656,153.15478,1.236,1.920,13.330,7.547,21.25,95.60,-99.90,-99.90
Caloundra,54,1665790200,2022-10-15T09:30:00,-26.84661,153.15480,1.171,2.030,13.330,8.000,21.40,102.70,-99.90,-99.90
Caloundra,54,1665792000,2022-10-15T10:00:00,-26.84668,153.15482,1.103,1.570,13.330,7.407,21.50,98.40,-99.90,-99.90
Caloundra,54,1665793800,2022-10-15T10:30:00,-26.84673,153.15491,1.150,1.680,13.330,6.897,21.50,94.20,-99.90,-99.90
Caloundra,54,1665795600,2022-10-15T11:00:00,-26.84670,153.15486,1.044,1.850,13.330,6.780,21.65,97.00,-99.90,-99.90
Caloundra,54,1665797400,2022-10-15T11:30:00,-26.84664,153.15480,1.088,1.710,13.330,6.250,21.75,101.30,-99.90,-99.90
Caloundra,54,1665799200,2022-10-15T12:00:00,-26.84662,153.15480,1.209,1.940,12.500,6.452,21.75,98.40,-99.90,-99.90
Caloundra,54,1665801000,2022-10-15T12:30:00,-26.84644,153.15471,1.048,1.620,13.330,6.452,21.85,99.80,-99.90,-99.90
Caloundra,54,1665802800,2022-10-15T13:00:00,-26.84631,153.15469,1.058,1.760,12.500,6.154,21.90,102.70,-99.90,-99.90
Caloundra,54,1665804600,2022-10-15T13:30:00,-26.84611,153.15476,1.111,1.930,13.330,5.797,21.90,99.80,-99.90,-99.90
Caloundra,54,1665806400,2022-10-15T14:00:00,-26.84600,153.15484,1.166,1.960,12.500,5.263,21.90,105.50,-99.90,-99.90
Caloundra,54,1665808200,2022-10-15T14:30:00,-26.84594,153.15493,1.083,1.820,13.330,5.479,22.10,104.10,-99.90,-99.90
Caloundra,54,1665810000,2022-10-15T15:00:00,-26.84591,153.15499,1.126,2.000,12.500,5.128,22.15,101.30,-99.90,-99.90
Caloundra,54,1665811800,2022-10-15T15:30:00,-26.84585,153.15508,1.103,1.890,13.330,5.195,22.10,104.10,-99.90,-99.90
Caloundra,54,1665813600,2022-10-15T16:00:00,-26.84583,153.15521,1.139,1.990,13.330,4.878,22.05,101.30,-99.90,-99.90
Caloundra,54,1665815400,2022-10-15T16:30:00,-26.84583,153.15523,1.166,1.790,13.330,5.405,21.95,108.30,-99.90,-99.90
Caloundra,54,1665817200,2022-10-15T17:00:00,-26.84582,153.15525,1.189,2.040,11.760,5.263,21.90,109.70,-99.90,-99.90
Caloundra,54,1665819000,2022-10-15T17:30:00,-26.84584,153.15527,1.089,1.650,13.330,5.263,21.90,101.30,-99.90,-99.90
Caloundra,54,1665820800,2022-10-15T18:00:00,-26.84583,153.15523,1.099,1.750,12.500,5.063,21.70,98.40,-99.90,-99.90
Caloundra,54,1665822600,2022-10-15T18:30:00,-26.84583,153.15523,0.983,1.680,12.500,5.195,21.60,98.40,-99.90,-99.90
Caloundra,54,1665824400,2022-10-15T19:00:00,-26.84583,153.15521,1.058,1.870,13.330,5.063,21.50,95.60,-99.90,-99.90
Caloundra,54,1665826200,2022-10-15T19:30:00,-26.84584,153.15516,1.090,1.680,12.500,5.063,21.45,99.80,-99.90,-99.90
Caloundra,54,1665828000,2022-10-15T20:00:00,-26.84584,153.15516,1.053,1.730,12.500,5.000,21.45,106.90,-99.90,-99.90
Caloundra,54,1665829800,2022-10-15T20:30:00,-26.84584,153.15512,1.034,1.770,11.110,4.878,21.45,113.90,-99.90,-99.90
Caloundra,54,1665831600,2022-10-15T21:00:00,-26.84588,153.15508,1.014,1.500,13.330,5.000,21.40,102.70,-99.90,-99.90
Caloundra,54,1665833400,2022-10-15T21:30:00,-26.84591,153.15504,0.968,1.730,13.330,4.878,21.35,108.30,-99.90,-99.90
Caloundra,54,1665835200,2022-10-15T22:00:00,-26.84591,153.15508,1.010,1.720,12.500,5.128,21.35,111.10,-99.90,-99.90
Caloundra,54,1665837000,2022-10-15T22:30:00,-26.84590,153.15512,0.892,1.550,13.330,5.263,21.35,104.10,-99.90,-99.90
Caloundra,54,1665838800,2022-10-15T23:00:00,-26.84594,153.15523,0.997,1.830,12.500,4.878,21.30,99.80,-99.90,-99.90
Caloundra,54,1665840600,2022-10-15T23:30:00,-26.84595,153.15519,0.967,1.720,12.500,5.263,21.30,105.50,-99.90,-99.90
Caloundra,54,1665842400,2022-10-16T00:00:00,-26.84596,153.15525,0.938,1.610,13.330,5.333,21.30,99.80,-99.90,-99.90
Caloundra,54,1665844200,2022-10-16T00:30:00,-26.84598,153.15531,1.002,1.650,14.290,5.195,21.25,104.10,-99.90,-99.90
Caloundra,54,1665846000,2022-10-16T01:00:00,-26.84602,153.15529,0.963,1.620,13.330,5.556,21.25,106.90,-99.90,-99.90
Caloundra,54,1665847800,2022-10-16T01:30:00,-26.84593,153.15510,1.013,1.940,12.500,5.797,21.30,98.40,-99.90,-99.90
Caloundra,54,1665849600,2022-10-16T02:00:00,-26.84591,153.15508,0.981,1.510,12.500,6.349,21.35,102.70,-99.90,-99.90
Caloundra,54,1665851400,2022-10-16T02:30:00,-26.84590,153.15508,0.943,1.380,12.500,6.250,21.35,99.80,-99.90,-99.90
Caloundra,54,1665853200,2022-10-16T03:00:00,-26.84590,153.15504,0.945,1.410,12.500,6.452,21.45,97.00,-99.90,-99.90
Caloundra,54,1665855000,2022-10-16T03:30:00,-26.84585,153.15521,1.052,1.660,11.760,6.349,21.45,102.70,-99.90,-99.90
Caloundra,54,1665856800,2022-10-16T04:00:00,-26.84585,153.15534,1.065,1.730,11.760,6.557,21.25,104.10,-99.90,-99.90
Caloundra,54,1665858600,2022-10-16T04:30:00,-26.84584,153.15538,1.014,1.700,12.500,6.667,21.10,99.80,-99.90,-99.90
Caloundra,54,1665860400,2022-10-16T05:00:00,-26.84584,153.15536,1.010,1.670,12.500,6.557,21.10,94.20,-99.90,-99.90
Caloundra,54,1665862200,2022-10-16T05:30:00,-26.84584,153.15534,1.195,2.060,11.760,6.667,21.00,97.00,-99.90,-99.90
Caloundra,54,1665864000,2022-10-16T06:00:00,-26.84584,153.15531,1.052,1.790,12.500,7.018,21.00,97.00,-99.90,-99.90
Caloundra,54,1665865800,2022-10-16T06:30:00,-26.84584,153.15531,1.073,1.610,12.500,6.349,21.00,91.40,-99.90,-99.90
Caloundra,54,1665867600,2022-10-16T07:00:00,-26.84584,153.15527,1.048,1.780,12.500,6.557,21.00,97.00,-99.90,-99.90
Caloundra,54,1665869400,2022-10-16T07:30:00,-26.84584,153.15523,0.917,1.470,12.500,6.557,21.15,95.60,-99.90,-99.90
Caloundra,54,1665871200,2022-10-16T08:00:00,-26.84587,153.15514,0.943,1.820,11.760,6.061,21.25,105.50,-99.90,-99.90
Caloundra,54,1665873000,2022-10-16T08:30:00,-26.84592,153.15501,0.951,1.570,11.760,6.250,21.55,108.30,-99.90,-99.90
Caloundra,54,1665874800,2022-10-16T09:00:00,-26.84602,153.15489,0.914,1.500,12.500,6.061,21.90,109.70,-99.90,-99.90
Caloundra,54,1665876600,2022-10-16T09:30:00,-26.84639,153.15474,0.932,1.730,12.500,6.250,21.85,99.80,-99.90,-99.90
Caloundra,54,1665878400,2022-10-16T10:00:00,-26.84657,153.15478,0.943,1.590,12.500,5.970,21.90,98.40,-99.90,-99.90
Caloundra,54,1665880200,2022-10-16T10:30:00,-26.84669,153.15489,0.885,1.360,12.500,6.154,21.95,97.00,-99.90,-99.90
Caloundra,54,1665882000,2022-10-16T11:00:00,-26.84676,153.15495,0.840,1.810,12.500,6.154,21.90,92.80,-99.90,-99.90
Caloundra,54,1665883800,2022-10-16T11:30:00,-26.84679,153.15497,0.893,1.400,12.500,6.250,21.75,95.60,-99.90,-99.90
Caloundra,54,1665885600,2022-10-16T12:00:00,-26.84677,153.15495,0.889,1.470,12.500,6.557,21.90,84.40,-99.90,-99.90
Caloundra,54,1665887400,2022-10-16T12:30:00,-26.84677,153.15495,0.992,1.460,12.500,6.452,21.90,94.20,-99.90,-99.90
Caloundra,54,1665889200,2022-10-16T13:00:00,-26.84681,153.15504,0.929,1.510,11.110,6.667,21.65,94.20,-99.90,-99.90
Caloundra,54,1665891000,2022-10-16T13:30:00,-26.84678,153.15497,0.963,1.600,11.760,6.557,21.85,92.80,-99.90,-99.90
Caloundra,54,1665892800,2022-10-16T14:00:00,-26.84675,153.15495,0.937,1.540,11.760,6.061,22.15,102.70,-99.90,-99.90
Caloundra,54,1665894600,2022-10-16T14:30:00,-26.84672,153.15495,0.966,1.350,12.500,5.797,21.95,99.80,-99.90,-99.90
Caloundra,54,1665896400,2022-10-16T15:00:00,-26.84657,153.15482,0.925,1.620,12.500,5.970,21.75,88.60,-99.90,-99.90
Caloundra,54,1665898200,2022-10-16T15:30:00,-26.84609,153.15491,0.996,1.650,11.760,5.882,21.65,98.40,-99.90,-99.90
Caloundra,54,1665900000,2022-10-16T16:00:00,-26.84590,153.15536,0.950,1.710,11.760,5.882,21.65,91.40,-99.90,-99.90
Caloundra,54,1665901800,2022-10-16T16:30:00,-26.84591,153.15542,0.911,1.570,11.760,5.634,21.80,92.80,-99.90,-99.90
Caloundra,54,1665903600,2022-10-16T17:00:00,-26.84589,153.15538,0.896,1.450,12.500,5.634,21.80,98.40,-99.90,-99.90
Caloundra,54,1665905400,2022-10-16T17:30:00,-26.84585,153.15521,0.980,1.380,11.760,5.405,21.80,101.30,-99.90,-99.90
Caloundra,54,1665907200,2022-10-16T18:00:00,-26.84585,153.15523,0.925,1.430,11.110,5.556,21.90,95.60,-99.90,-99.90
Caloundra,54,1665909000,2022-10-16T18:30:00,-26.84585,153.15531,0.993,1.660,12.500,5.333,21.85,112.50,-99.90,-99.90
Caloundra,54,1665910800,2022-10-16T19:00:00,-26.84584,153.15529,0.900,1.690,10.530,5.128,21.75,97.00,-99.90,-99.90
Caloundra,54,1665912600,2022-10-16T19:30:00,-26.84584,153.15521,0.905,1.890,10.530,5.195,21.60,108.30,-99.90,-99.90
Caloundra,54,1665914400,2022-10-16T20:00:00,-26.84585,153.15519,0.815,1.500,11.760,5.405,21.65,104.10,-99.90,-99.90
Caloundra,54,1665916200,2022-10-16T20:30:00,-26.84585,153.15519,0.877,1.320,12.500,5.263,21.60,105.50,-99.90,-99.90
Caloundra,54,1665918000,2022-10-16T21:00:00,-26.84588,153.15514,0.890,1.460,12.500,5.128,21.45,108.30,-99.90,-99.90
Caloundra,54,1665919800,2022-10-16T21:30:00,-26.84589,153.15508,0.842,1.300,12.500,5.195,21.45,104.10,-99.90,-99.90
Caloundra,54,1665921600,2022-10-16T22:00:00,-26.84595,153.15497,0.831,1.520,10.530,4.938,21.50,104.10,-99.90,-99.90
Caloundra,54,1665923400,2022-10-16T22:30:00,-26.84602,153.15489,0.821,1.460,11.760,5.195,21.55,108.30,-99.90,-99.90
Caloundra,54,1665925200,2022-10-16T23:00:00,-26.84613,153.15482,0.820,1.280,10.000,4.938,21.60,102.70,-99.90,-99.90
Caloundra,54,1665927000,2022-10-16T23:30:00,-26.84625,153.15480,0.808,1.450,11.760,5.263,21.60,99.80,-99.90,-99.90
Caloundra,54,1665928800,2022-10-17T00:00:00,-26.84640,153.15489,0.779,1.390,11.760,5.063,21.65,97.00,-99.90,-99.90
Caloundra,54,1665930600,2022-10-17T00:30:00,-26.84669,153.15504,0.773,1.520,11.760,5.195,21.65,102.70,-99.90,-99.90
Caloundra,54,1665932400,2022-10-17T01:00:00,-26.84673,153.15512,0.834,1.350,11.760,5.405,21.65,105.50,-99.90,-99.90
Caloundra,54,1665934200,2022-10-17T01:30:00,-26.84677,153.15538,0.779,1.300,11.760,5.556,21.65,109.70,-99.90,-99.90
Caloundra,54,1665936000,2022-10-17T02:00:00,-26.84650,153.15572,0.790,1.300,11.110,5.556,21.45,102.70,-99.90,-99.90
Caloundra,54,1665937800,2022-10-17T02:30:00,-26.84633,153.15574,0.770,1.430,11.760,5.714,21.45,102.70,-99.90,-99.90
Caloundra,54,1665939600,2022-10-17T03:00:00,-26.84611,153.15568,0.759,1.180,10.530,5.634,21.35,105.50,-99.90,-99.90
Caloundra,54,1665941400,2022-10-17T03:30:00,-26.84600,153.15559,0.739,1.530,10.530,5.634,21.35,101.30,-99.90,-99.90
Caloundra,54,1665943200,2022-10-17T04:00:00,-26.84598,153.15559,0.794,1.490,10.530,5.634,21.25,108.30,-99.90,-99.90
Caloundra,54,1665945000,2022-10-17T04:30:00,-26.84592,153.15549,0.737,1.240,11.760,5.882,21.30,102.70,-99.90,-99.90
Caloundra,54,1665946800,2022-10-17T05:00:00,-26.84590,153.15544,0.801,1.550,11.110,6.061,21.30,109.70,-99.90,-99.90
Caloundra,54,1665948600,2022-10-17T05:30:00,-26.84588,153.15542,0.765,1.180,10.530,5.714,21.30,109.70,-99.90,-99.90
Caloundra,54,1665950400,2022-10-17T06:00:00,-26.84589,153.15542,0.752,1.140,11.760,6.061,21.30,105.50,-99.90,-99.90
Caloundra,54,1665952200,2022-10-17T06:30:00,-26.84587,153.15538,0.723,1.370,11.110,5.882,21.30,95.60,-99.90,-99.90
Caloundra,54,1665954000,2022-10-17T07:00:00,-26.84588,153.15540,0.743,1.210,11.110,5.882,21.30,98.40,-99.90,-99.90
Caloundra,54,1665955800,2022-10-17T07:30:00,-26.84587,153.15536,0.796,1.380,11.760,5.882,21.30,111.10,-99.90,-99.90
Caloundra,54,1665957600,2022-10-17T08:00:00,-26.84588,153.15529,0.749,1.180,11.760,5.970,21.30,97.00,-99.90,-99.90
Caloundra,54,1665959400,2022-10-17T08:30:00,-26.84589,153.15521,0.738,1.560,11.760,6.154,21.35,101.30,-99.90,-99.90
Caloundra,54,1665961200,2022-10-17T09:00:00,-26.84591,153.15521,0.740,1.140,10.530,6.061,21.45,105.50,-99.90,-99.90
Caloundra,54,1665963000,2022-10-17T09:30:00,-26.84597,153.15508,0.762,1.330,11.760,5.882,21.40,111.10,-99.90,-99.90
Caloundra,54,1665964800,2022-10-17T10:00:00,-26.84618,153.15482,0.758,1.070,11.110,5.634,21.45,105.50,-99.90,-99.90
Caloundra,54,1665966600,2022-10-17T10:30:00,-26.84651,153.15478,0.734,1.350,11.110,6.061,21.45,102.70,-99.90,-99.90
Caloundra,54,1665968400,2022-10-17T11:00:00,-26.84662,153.15480,0.710,1.200,11.760,5.797,21.65,102.70,-99.90,-99.90
Caloundra,54,1665970200,2022-10-17T11:30:00,-26.84668,153.15486,0.713,1.330,11.110,5.797,21.65,94.20,-99.90,-99.90
Caloundra,54,1665972000,2022-10-17T12:00:00,-26.84676,153.15497,0.768,1.200,10.000,5.797,21.75,101.30,-99.90,-99.90
Caloundra,54,1665973800,2022-10-17T12:30:00,-26.84679,153.15501,0.682,1.030,11.110,5.970,21.75,97.00,-99.90,-99.90
Caloundra,54,1665975600,2022-10-17T13:00:00,-26.84680,153.15510,0.730,1.140,11.110,5.970,21.85,94.20,-99.90,-99.90
Caloundra,54,1665977400,2022-10-17T13:30:00,-26.84677,153.15504,0.739,1.110,11.760,6.154,21.85,105.50,-99.90,-99.90
Caloundra,54,1665979200,2022-10-17T14:00:00,-26.84676,153.15504,0.704,0.970,10.000,6.154,21.85,105.50,-99.90,-99.90
Caloundra,54,1665981000,2022-10-17T14:30:00,-26.84675,153.15499,0.735,1.220,11.110,6.349,21.80,105.50,-99.90,-99.90
Caloundra,54,1665982800,2022-10-17T15:00:00,-26.84673,153.15497,0.708,1.130,11.760,6.250,21.80,106.90,-99.90,-99.90
Caloundra,54,1665984600,2022-10-17T15:30:00,-26.84669,153.15493,0.752,1.200,10.000,5.970,21.75,99.80,-99.90,-99.90
Caloundra,54,1665986400,2022-10-17T16:00:00,-26.84667,153.15493,0.762,1.270,10.000,5.970,21.75,101.30,-99.90,-99.90
Caloundra,54,1665988200,2022-10-17T16:30:00,-26.84656,153.15491,0.754,1.400,11.110,5.882,21.80,102.70,-99.90,-99.90
Caloundra,54,1665990000,2022-10-17T17:00:00,-26.84646,153.15493,0.759,1.320,11.110,5.479,21.75,92.80,-99.90,-99.90
Caloundra,54,1665991800,2022-10-17T17:30:00,-26.84603,153.15501,0.776,1.290,10.000,5.333,21.70,99.80,-99.90,-99.90
Caloundra,54,1665993600,2022-10-17T18:00:00,-26.84593,153.15525,0.816,1.360,10.000,5.000,21.70,105.50,-99.90,-99.90
Caloundra,54,1665995400,2022-10-17T18:30:00,-26.84591,153.15538,0.798,1.210,10.530,5.263,21.70,101.30,-99.90,-99.90
Caloundra,54,1665997200,2022-10-17T19:00:00,-26.84588,153.15536,0.771,1.610,11.760,4.819,21.70,101.30,-99.90,-99.90
Caloundra,54,1665999000,2022-10-17T19:30:00,-26.84585,153.15529,0.792,1.280,10.530,4.706,21.65,108.30,-99.90,-99.90
Caloundra,54,1666000800,2022-10-17T20:00:00,-26.84587,153.15529,0.818,1.540,10.530,4.651,21.65,105.50,-99.90,-99.90
Caloundra,54,1666002600,2022-10-17T20:30:00,-26.84587,153.15523,0.846,1.360,11.110,4.762,21.70,115.30,-99.90,-99.90
Caloundra,54,1666004400,2022-10-17T21:00:00,-26.84585,153.15519,0.825,1.360,10.000,4.706,21.80,108.30,-99.90,-99.90
Caloundra,54,1666006200,2022-10-17T21:30:00,-26.84588,153.15516,0.837,1.600,11.110,4.444,21.75,105.50,-99.90,-99.90
Caloundra,54,1666008000,2022-10-17T22:00:00,-26.84588,153.15512,0.837,1.410,11.110,4.396,21.70,109.70,-99.90,-99.90
Caloundra,54,1666009800,2022-10-17T22:30:00,-26.84600,153.15497,0.810,1.260,11.110,4.494,21.70,108.30,-99.90,-99.90
Caloundra,54,1666011600,2022-10-17T23:00:00,-26.84607,153.15493,0.781,1.340,11.110,4.348,21.65,112.50,-99.90,-99.90
Caloundra,54,1666013400,2022-10-17T23:30:00,-26.84617,153.15484,0.784,1.270,11.110,4.211,21.65,109.70,-99.90,-99.90
Caloundra,54,1666015200,2022-10-18T00:00:00,-26.84627,153.15480,0.770,1.480,10.530,4.301,21.65,104.10,-99.90,-99.90
Caloundra,54,1666017000,2022-10-18T00:30:00,-26.84649,153.15478,0.821,1.530,10.530,4.598,21.65,102.70,-99.90,-99.90
Caloundra,54,1666018800,2022-10-18T01:00:00,-26.84662,153.15486,0.765,1.290,11.110,4.598,21.65,102.70,-99.90,-99.90
Caloundra,54,1666020600,2022-10-18T01:30:00,-26.84676,153.15504,0.773,1.360,11.110,4.444,21.65,106.90,-99.90,-99.90
Caloundra,54,1666022400,2022-10-18T02:00:00,-26.84677,153.15508,0.800,1.160,10.530,4.651,21.65,101.30,-99.90,-99.90
